"amount","creditAccount","currency","debitAccount","id","ref"
"8.0","TEST33","RON","TEST54","8767","PAY"
"8.0","TEST20","RON","TEST11","8768","PAY"
"2.0","TEST37","RON","TEST95","8769","PAY"
"15.0","TEST55","RON","TEST87","8770","PAY"
"4.0","TEST33","RON","TEST27","8771","PAY"
"8.0","TEST94","RON","TEST13","8772","PAY"
"19.0","TEST72","RON","TEST22","8773","PAY"
"10.0","CONTADMIN0","RON","TEST91","8774","PAY"
"5.0","TEST99","RON","TEST33","8775","PAY"
"17.0","TEST59","RON","TEST65","8776","PAY"
"20.0","TEST92","RON","TEST17","8777","PAY"
"20.0","TEST82","RON","TEST12","8778","PAY"
"15.0","TEST56","RON","TEST7","8779","PAY"
"15.0","TEST20","RON","TEST90","8780","PAY"
"4.0","TEST41","RON","TEST77","8781","PAY"
"17.0","TEST21","RON","TEST27","8782","PAY"
"3.0","TEST41","RON","TEST12","8783","PAY"
"8.0","TEST3","RON","TEST10","8784","PAY"
"18.0","TEST26","RON","TEST47","8785","PAY"
"9.0","TEST45","RON","TEST27","8786","PAY"
"12.0","TEST93","RON","CONTADMIN0","8787","PAY"
"18.0","TEST3","RON","TEST30","8788","PAY"
"6.0","TEST50","RON","TEST97","8789","PAY"
"1.0","TEST55","RON","TEST28","8790","PAY"
"5.0","TEST85","RON","TEST56","8791","PAY"
"16.0","TEST2","RON","TEST26","8792","PAY"
"6.0","TEST16","RON","TEST89","8793","PAY"
"13.0","TEST97","RON","TEST78","8794","PAY"
"6.0","TEST86","RON","TEST31","8795","PAY"
"9.0","TEST67","RON","TEST72","8796","PAY"
"11.0","TEST48","RON","TEST96","8797","PAY"
"17.0","TEST6","RON","TEST81","8798","PAY"
"9.0","TEST2","RON","TEST74","8799","PAY"
"8.0","TEST1","RON","TEST34","8800","PAY"
"8.0","TEST80","RON","TEST88","8801","PAY"
"3.0","TEST87","RON","TEST28","8802","PAY"
"6.0","TEST74","RON","TEST82","8803","PAY"
"10.0","TEST75","RON","TEST69","8804","PAY"
"19.0","TEST12","RON","TEST19","8805","PAY"
"19.0","TEST46","RON","TEST31","8806","PAY"
"6.0","TEST42","RON","TEST18","8807","PAY"
"3.0","TEST60","RON","TEST55","8808","PAY"
"12.0","TEST17","RON","TEST24","8809","PAY"
"17.0","TEST22","RON","TEST88","8810","PAY"
"5.0","TEST23","RON","TEST97","8811","PAY"
"15.0","TEST53","RON","TEST96","8812","PAY"
"2.0","TEST22","RON","TEST59","8813","PAY"
"16.0","TEST98","RON","TEST3","8814","PAY"
"19.0","TEST32","RON","TEST61","8815","PAY"
"5.0","TEST6","RON","TEST10","8816","PAY"
"4.0","TEST26","RON","TEST30","8817","PAY"
"4.0","TEST38","RON","TEST32","8818","PAY"
"15.0","TEST21","RON","TEST40","8819","PAY"
"14.0","TEST55","RON","CONTADMIN","8820","PAY"
"13.0","TEST21","RON","TEST84","8821","PAY"
"3.0","TEST19","RON","TEST94","8822","PAY"
"4.0","TEST46","RON","TEST27","8823","PAY"
"8.0","TEST17","RON","TEST55","8824","PAY"
"8.0","TEST37","RON","TEST64","8825","PAY"
"6.0","TEST76","RON","TEST34","8826","PAY"
"16.0","TEST1","RON","CONTADMIN0","8827","PAY"
"7.0","TEST39","RON","TEST88","8828","PAY"
"15.0","TEST23","RON","TEST28","8829","PAY"
"3.0","TEST54","RON","TEST4","8830","PAY"
"5.0","TEST26","RON","TEST5","8831","PAY"
"5.0","TEST8","RON","TEST30","8832","PAY"
"19.0","TEST75","RON","TEST81","8833","PAY"
"3.0","TEST66","RON","TEST22","8834","PAY"
"15.0","TEST89","RON","TEST6","8835","PAY"
"14.0","TEST87","RON","TEST4","8836","PAY"
"14.0","CONTADMIN0","RON","TEST74","8837","PAY"
"16.0","TEST58","RON","TEST86","8838","PAY"
"16.0","TEST32","RON","TEST2","8839","PAY"
"18.0","TEST15","RON","TEST33","8840","PAY"
"1.0","TEST87","RON","TEST92","8841","PAY"
"8.0","TEST70","RON","CONTADMIN","8842","PAY"
"4.0","TEST3","RON","TEST63","8843","PAY"
"14.0","TEST98","RON","TEST35","8844","PAY"
"13.0","TEST64","RON","TEST18","8845","PAY"
"1.0","TEST1","RON","TEST94","8846","PAY"
"14.0","TEST62","RON","TEST46","8847","PAY"
"6.0","TEST62","RON","TEST26","8848","PAY"
"20.0","TEST8","RON","TEST40","8849","PAY"
"10.0","TEST77","RON","TEST95","8850","PAY"
"11.0","TEST28","RON","TEST56","8851","PAY"
"14.0","TEST20","RON","CONTADMIN","8852","PAY"
"20.0","TEST38","RON","TEST8","8853","PAY"
"12.0","TEST92","RON","TEST64","8854","PAY"
"6.0","TEST48","RON","TEST96","8855","PAY"
"16.0","TEST20","RON","TEST60","8856","PAY"
"1.0","TEST46","RON","TEST8","8857","PAY"
"11.0","TEST99","RON","TEST65","8858","PAY"
"4.0","TEST68","RON","TEST13","8859","PAY"
"19.0","TEST32","RON","TEST54","8860","PAY"
"17.0","TEST2","RON","TEST8","8861","PAY"
"16.0","TEST37","RON","TEST86","8862","PAY"
"6.0","TEST27","RON","TEST50","8863","PAY"
"11.0","TEST82","RON","TEST33","8864","PAY"
"2.0","TEST13","RON","TEST43","8865","PAY"
"19.0","TEST17","RON","TEST38","8866","PAY"
"2.0","TEST19","RON","TEST11","8867","PAY"
"11.0","TEST25","RON","TEST44","8868","PAY"
"3.0","TEST66","RON","TEST90","8869","PAY"
"14.0","TEST16","RON","TEST19","8870","PAY"
"7.0","TEST94","RON","TEST16","8871","PAY"
"16.0","TEST43","RON","TEST40","8872","PAY"
"15.0","TEST84","RON","TEST20","8873","PAY"
"12.0","TEST19","RON","TEST47","8874","PAY"
"10.0","TEST74","RON","TEST38","8875","PAY"
"19.0","TEST87","RON","TEST31","8876","PAY"
"11.0","TEST92","RON","TEST1","8877","PAY"
"8.0","TEST33","RON","TEST48","8878","PAY"
"2.0","TEST92","RON","TEST87","8879","PAY"
"2.0","TEST28","RON","TEST85","8880","PAY"
"11.0","TEST14","RON","TEST52","8881","PAY"
"6.0","TEST13","RON","TEST10","8882","PAY"
"15.0","TEST83","RON","TEST79","8883","PAY"
"5.0","TEST35","RON","TEST65","8884","PAY"
"1.0","TEST43","RON","TEST97","8885","PAY"
"16.0","TEST12","RON","TEST69","8886","PAY"
"3.0","TEST60","RON","TEST90","8887","PAY"
"17.0","TEST59","RON","TEST87","8888","PAY"
"5.0","TEST13","RON","TEST95","8889","PAY"
"7.0","TEST33","RON","TEST67","8890","PAY"
"17.0","TEST38","RON","TEST34","8891","PAY"
"10.0","TEST87","RON","TEST19","8892","PAY"
"13.0","TEST58","RON","TEST5","8893","PAY"
"17.0","TEST3","RON","TEST9","8894","PAY"
"20.0","TEST51","RON","TEST67","8895","PAY"
"17.0","TEST63","RON","TEST24","8896","PAY"
"13.0","TEST21","RON","TEST98","8897","PAY"
"7.0","TEST52","RON","TEST10","8898","PAY"
"8.0","TEST50","RON","TEST39","8899","PAY"
"13.0","TEST47","RON","TEST26","8900","PAY"
"20.0","TEST61","RON","TEST71","8901","PAY"
"13.0","TEST80","RON","CONTADMIN0","8902","PAY"
"12.0","TEST31","RON","TEST63","8903","PAY"
"20.0","TEST48","RON","TEST7","8904","PAY"
"19.0","TEST79","RON","TEST34","8905","PAY"
"13.0","TEST94","RON","TEST73","8906","PAY"
"7.0","TEST88","RON","TEST11","8907","PAY"
"6.0","TEST40","RON","TEST34","8908","PAY"
"18.0","TEST97","RON","TEST91","8909","PAY"
"13.0","TEST65","RON","TEST13","8910","PAY"
"13.0","TEST6","RON","TEST94","8911","PAY"
"17.0","TEST25","RON","TEST33","8912","PAY"
"4.0","TEST36","RON","TEST38","8913","PAY"
"12.0","TEST91","RON","TEST44","8914","PAY"
"7.0","TEST61","RON","TEST87","8915","PAY"
"4.0","CONTADMIN","RON","TEST57","8916","PAY"
"2.0","TEST1","RON","CONTADMIN0","8917","PAY"
"11.0","TEST64","RON","TEST59","8918","PAY"
"7.0","TEST10","RON","TEST71","8919","PAY"
"13.0","TEST26","RON","TEST52","8920","PAY"
"17.0","TEST92","RON","TEST69","8921","PAY"
"18.0","TEST80","RON","TEST95","8922","PAY"
"12.0","TEST35","RON","TEST7","8923","PAY"
"19.0","TEST54","RON","TEST35","8924","PAY"
"11.0","TEST41","RON","TEST18","8925","PAY"
"10.0","TEST63","RON","TEST41","8926","PAY"
"17.0","TEST54","RON","TEST41","8927","PAY"
"9.0","TEST48","RON","TEST61","8928","PAY"
"9.0","TEST1","RON","TEST78","8929","PAY"
"4.0","TEST65","RON","TEST7","8930","PAY"
"20.0","TEST79","RON","TEST19","8931","PAY"
"5.0","TEST17","RON","TEST50","8932","PAY"
"11.0","TEST61","RON","TEST84","8933","PAY"
"8.0","TEST44","RON","TEST63","8934","PAY"
"9.0","TEST84","RON","TEST2","8935","PAY"
"13.0","TEST50","RON","TEST65","8936","PAY"
"12.0","TEST59","RON","CONTADMIN0","8937","PAY"
"19.0","TEST41","RON","TEST12","8938","PAY"
"17.0","TEST82","RON","TEST31","8939","PAY"
"16.0","TEST56","RON","TEST59","8940","PAY"
"16.0","TEST50","RON","TEST83","8941","PAY"
"3.0","TEST14","RON","TEST60","8942","PAY"
"18.0","TEST53","RON","TEST50","8943","PAY"
"11.0","TEST5","RON","TEST57","8944","PAY"
"3.0","TEST63","RON","TEST76","8945","PAY"
"20.0","TEST89","RON","TEST93","8946","PAY"
"13.0","TEST86","RON","TEST9","8947","PAY"
"6.0","TEST81","RON","TEST26","8948","PAY"
"4.0","TEST70","RON","TEST69","8949","PAY"
"8.0","TEST6","RON","TEST33","8950","PAY"
"7.0","TEST48","RON","TEST22","8951","PAY"
"9.0","TEST94","RON","TEST77","8952","PAY"
"4.0","TEST57","RON","TEST82","8953","PAY"
"5.0","TEST67","RON","TEST97","8954","PAY"
"20.0","TEST71","RON","TEST52","8955","PAY"
"11.0","TEST5","RON","TEST48","8956","PAY"
"3.0","TEST45","RON","TEST79","8957","PAY"
"7.0","TEST25","RON","TEST39","8958","PAY"
"6.0","TEST73","RON","TEST41","8959","PAY"
"2.0","CONTADMIN","RON","TEST96","8960","PAY"
"1.0","TEST77","RON","TEST44","8961","PAY"
"17.0","TEST56","RON","TEST45","8962","PAY"
"7.0","TEST20","RON","TEST18","8963","PAY"
"7.0","TEST52","RON","TEST78","8964","PAY"
"13.0","TEST40","RON","TEST28","8965","PAY"
"16.0","TEST20","RON","TEST70","8966","PAY"
"16.0","TEST62","RON","TEST33","8967","PAY"
"17.0","TEST84","RON","TEST52","8968","PAY"
"10.0","TEST91","RON","TEST36","8969","PAY"
"3.0","TEST58","RON","TEST63","8970","PAY"
"6.0","TEST20","RON","TEST55","8971","PAY"
"1.0","TEST86","RON","TEST69","8972","PAY"
"2.0","TEST17","RON","TEST84","8973","PAY"
"15.0","TEST99","RON","TEST95","8974","PAY"
"5.0","TEST20","RON","TEST31","8975","PAY"
"8.0","TEST11","RON","TEST93","8976","PAY"
"1.0","TEST14","RON","TEST79","8977","PAY"
"15.0","TEST66","RON","TEST79","8978","PAY"
"14.0","TEST67","RON","TEST54","8979","PAY"
"8.0","TEST10","RON","TEST69","8980","PAY"
"8.0","TEST59","RON","TEST53","8981","PAY"
"12.0","TEST7","RON","TEST26","8982","PAY"
"14.0","TEST64","RON","TEST35","8983","PAY"
"17.0","TEST13","RON","TEST24","8984","PAY"
"15.0","TEST45","RON","TEST31","8985","PAY"
"14.0","TEST61","RON","TEST18","8986","PAY"
"3.0","TEST43","RON","TEST31","8987","PAY"
"17.0","TEST32","RON","TEST18","8988","PAY"
"20.0","TEST30","RON","TEST23","8989","PAY"
"16.0","TEST60","RON","TEST58","8990","PAY"
"12.0","TEST78","RON","TEST24","8991","PAY"
"12.0","TEST63","RON","TEST1","8992","PAY"
"10.0","TEST7","RON","TEST92","8993","PAY"
"18.0","TEST50","RON","TEST28","8994","PAY"
"13.0","TEST48","RON","TEST5","8995","PAY"
"18.0","TEST23","RON","TEST34","8996","PAY"
"2.0","TEST24","RON","TEST32","8997","PAY"
"9.0","TEST45","RON","TEST31","8998","PAY"
"12.0","TEST29","RON","TEST42","8999","PAY"
"15.0","TEST68","RON","TEST56","9000","PAY"
"10.0","TEST18","RON","TEST13","9001","PAY"
"8.0","TEST59","RON","TEST29","9002","PAY"
"2.0","TEST47","RON","TEST96","9003","PAY"
"12.0","TEST82","RON","TEST57","9004","PAY"
"16.0","TEST93","RON","TEST47","9005","PAY"
"17.0","TEST5","RON","TEST21","9006","PAY"
"6.0","TEST44","RON","TEST38","9007","PAY"
"12.0","TEST58","RON","TEST22","9008","PAY"
"18.0","TEST66","RON","TEST95","9009","PAY"
"20.0","TEST83","RON","TEST82","9010","PAY"
"9.0","TEST59","RON","TEST76","9011","PAY"
"1.0","TEST14","RON","TEST44","9012","PAY"
"8.0","TEST70","RON","TEST16","9013","PAY"
"3.0","TEST45","RON","CONTADMIN0","9014","PAY"
"20.0","TEST35","RON","TEST65","9015","PAY"
"2.0","TEST52","RON","TEST75","9016","PAY"
"13.0","TEST31","RON","TEST27","9017","PAY"
"3.0","TEST48","RON","TEST11","9018","PAY"
"7.0","TEST21","RON","TEST38","9019","PAY"
"19.0","TEST67","RON","TEST43","9020","PAY"
"7.0","TEST31","RON","TEST28","9021","PAY"
"20.0","TEST55","RON","TEST88","9022","PAY"
"10.0","TEST39","RON","TEST25","9023","PAY"
"7.0","TEST92","RON","TEST23","9024","PAY"
"3.0","TEST60","RON","TEST68","9025","PAY"
"20.0","TEST88","RON","TEST70","9026","PAY"
"17.0","TEST81","RON","TEST59","9027","PAY"
"14.0","TEST85","RON","TEST13","9028","PAY"
"10.0","TEST9","RON","TEST84","9029","PAY"
"15.0","TEST14","RON","TEST13","9030","PAY"
"20.0","TEST86","RON","TEST85","9031","PAY"
"7.0","TEST53","RON","TEST99","9032","PAY"
"15.0","TEST61","RON","TEST67","9033","PAY"
"6.0","TEST13","RON","TEST10","9034","PAY"
"14.0","TEST50","RON","TEST2","9035","PAY"
"13.0","TEST16","RON","TEST6","9036","PAY"
"10.0","TEST22","RON","TEST82","9037","PAY"
"9.0","TEST80","RON","TEST19","9038","PAY"
"5.0","TEST23","RON","TEST57","9039","PAY"
"3.0","TEST46","RON","TEST11","9040","PAY"
"5.0","TEST46","RON","TEST59","9041","PAY"
"11.0","TEST36","RON","TEST35","9042","PAY"
"4.0","TEST82","RON","TEST89","9043","PAY"
"2.0","TEST19","RON","TEST23","9044","PAY"
"9.0","TEST17","RON","TEST5","9045","PAY"
"9.0","TEST23","RON","TEST16","9046","PAY"
"9.0","TEST19","RON","TEST71","9047","PAY"
"10.0","TEST46","RON","TEST44","9048","PAY"
"3.0","TEST3","RON","TEST9","9049","PAY"
"20.0","TEST84","RON","TEST98","9050","PAY"
"4.0","TEST75","RON","TEST9","9051","PAY"
"9.0","TEST37","RON","TEST14","9052","PAY"
"1.0","TEST37","RON","TEST28","9053","PAY"
"12.0","TEST32","RON","TEST80","9054","PAY"
"12.0","TEST18","RON","TEST40","9055","PAY"
"19.0","TEST65","RON","TEST57","9056","PAY"
"9.0","TEST1","RON","TEST49","9057","PAY"
"9.0","TEST4","RON","TEST89","9058","PAY"
"5.0","TEST1","RON","TEST68","9059","PAY"
"9.0","TEST23","RON","TEST63","9060","PAY"
"13.0","TEST62","RON","TEST75","9061","PAY"
"14.0","TEST76","RON","CONTADMIN0","9062","PAY"
"3.0","TEST69","RON","TEST23","9063","PAY"
"9.0","TEST83","RON","TEST88","9064","PAY"
"6.0","TEST56","RON","TEST90","9065","PAY"
"5.0","TEST6","RON","TEST76","9066","PAY"
"2.0","TEST3","RON","TEST76","9067","PAY"
"18.0","TEST33","RON","TEST81","9068","PAY"
"7.0","TEST12","RON","TEST29","9069","PAY"
"14.0","TEST67","RON","TEST79","9070","PAY"
"19.0","TEST64","RON","TEST73","9071","PAY"
"1.0","TEST80","RON","TEST39","9072","PAY"
"14.0","TEST9","RON","TEST95","9073","PAY"
"4.0","TEST51","RON","TEST83","9074","PAY"
"16.0","TEST78","RON","TEST3","9075","PAY"
"14.0","TEST58","RON","TEST87","9076","PAY"
"11.0","TEST58","RON","TEST71","9077","PAY"
"18.0","TEST52","RON","TEST7","9078","PAY"
"17.0","TEST7","RON","TEST93","9079","PAY"
"7.0","TEST94","RON","TEST44","9080","PAY"
"16.0","TEST31","RON","TEST45","9081","PAY"
"7.0","TEST77","RON","TEST60","9082","PAY"
"19.0","TEST32","RON","TEST35","9083","PAY"
"12.0","TEST45","RON","TEST63","9084","PAY"
"16.0","TEST71","RON","TEST72","9085","PAY"
"20.0","TEST78","RON","TEST87","9086","PAY"
"10.0","TEST54","RON","TEST40","9087","PAY"
"12.0","TEST14","RON","TEST2","9088","PAY"
"10.0","TEST14","RON","TEST94","9089","PAY"
"7.0","TEST33","RON","TEST24","9090","PAY"
"6.0","TEST43","RON","TEST23","9091","PAY"
"16.0","TEST62","RON","TEST61","9092","PAY"
"19.0","TEST67","RON","TEST30","9093","PAY"
"17.0","TEST80","RON","TEST18","9094","PAY"
"14.0","TEST92","RON","TEST73","9095","PAY"
"8.0","TEST10","RON","TEST77","9096","PAY"
"18.0","TEST88","RON","TEST66","9097","PAY"
"10.0","TEST96","RON","TEST13","9098","PAY"
"6.0","TEST10","RON","TEST9","9099","PAY"
"16.0","TEST47","RON","TEST40","9100","PAY"
"5.0","TEST36","RON","TEST87","9101","PAY"
"5.0","TEST30","RON","TEST66","9102","PAY"
"3.0","TEST38","RON","TEST40","9103","PAY"
"6.0","TEST28","RON","TEST62","9104","PAY"
"5.0","TEST27","RON","CONTADMIN","9105","PAY"
"12.0","TEST37","RON","TEST68","9106","PAY"
"1.0","TEST57","RON","TEST47","9107","PAY"
"18.0","TEST25","RON","TEST82","9108","PAY"
"9.0","TEST60","RON","TEST46","9109","PAY"
"5.0","TEST7","RON","TEST37","9110","PAY"
"20.0","TEST8","RON","TEST73","9111","PAY"
"3.0","TEST18","RON","TEST20","9112","PAY"
"4.0","TEST72","RON","TEST12","9113","PAY"
"6.0","TEST53","RON","TEST13","9114","PAY"
"12.0","TEST47","RON","TEST69","9115","PAY"
"15.0","TEST59","RON","TEST72","9116","PAY"
"5.0","TEST78","RON","TEST3","9117","PAY"
"7.0","TEST8","RON","TEST85","9118","PAY"
"12.0","TEST30","RON","TEST8","9119","PAY"
"14.0","TEST39","RON","TEST68","9120","PAY"
"1.0","TEST35","RON","TEST60","9121","PAY"
"10.0","TEST3","RON","TEST72","9122","PAY"
"11.0","TEST25","RON","TEST34","9123","PAY"
"17.0","TEST71","RON","TEST34","9124","PAY"
"20.0","TEST10","RON","TEST93","9125","PAY"
"17.0","TEST43","RON","TEST85","9126","PAY"
"10.0","TEST48","RON","TEST72","9127","PAY"
"10.0","TEST42","RON","TEST94","9128","PAY"
"12.0","TEST98","RON","TEST68","9129","PAY"
"20.0","TEST21","RON","TEST22","9130","PAY"
"1.0","TEST10","RON","TEST48","9131","PAY"
"5.0","TEST72","RON","TEST55","9132","PAY"
"15.0","TEST48","RON","TEST1","9133","PAY"
"10.0","TEST79","RON","TEST20","9134","PAY"
"12.0","TEST62","RON","TEST78","9135","PAY"
"10.0","TEST82","RON","TEST45","9136","PAY"
"15.0","TEST99","RON","TEST45","9137","PAY"
"6.0","TEST25","RON","TEST30","9138","PAY"
"6.0","TEST48","RON","TEST49","9139","PAY"
"2.0","TEST96","RON","TEST25","9140","PAY"
"1.0","TEST27","RON","TEST53","9141","PAY"
"7.0","TEST97","RON","CONTADMIN0","9142","PAY"
"7.0","TEST18","RON","TEST19","9143","PAY"
"7.0","TEST75","RON","TEST23","9144","PAY"
"12.0","TEST54","RON","TEST2","9145","PAY"
"5.0","TEST50","RON","TEST88","9146","PAY"
"3.0","TEST76","RON","TEST91","9147","PAY"
"15.0","TEST64","RON","TEST77","9148","PAY"
"4.0","TEST48","RON","TEST62","9149","PAY"
"11.0","TEST88","RON","TEST10","9150","PAY"
"6.0","TEST48","RON","TEST32","9151","PAY"
"9.0","TEST53","RON","TEST15","9152","PAY"
"11.0","TEST42","RON","TEST84","9153","PAY"
"5.0","TEST75","RON","TEST86","9154","PAY"
"14.0","TEST21","RON","TEST9","9155","PAY"
"4.0","TEST59","RON","TEST39","9156","PAY"
"20.0","TEST74","RON","TEST3","9157","PAY"
"2.0","TEST40","RON","TEST61","9158","PAY"
"12.0","TEST77","RON","TEST71","9159","PAY"
"6.0","TEST45","RON","TEST71","9160","PAY"
"15.0","TEST82","RON","TEST10","9161","PAY"
"4.0","TEST55","RON","TEST60","9162","PAY"
"16.0","TEST51","RON","TEST41","9163","PAY"
"5.0","TEST61","RON","TEST52","9164","PAY"
"20.0","TEST57","RON","TEST41","9165","PAY"
"1.0","TEST33","RON","TEST9","9166","PAY"
"16.0","TEST30","RON","TEST84","9167","PAY"
"17.0","TEST94","RON","TEST5","9168","PAY"
"12.0","TEST10","RON","TEST13","9169","PAY"
"18.0","TEST1","RON","TEST76","9170","PAY"
"20.0","TEST94","RON","TEST4","9171","PAY"
"1.0","TEST50","RON","TEST13","9172","PAY"
"18.0","TEST17","RON","TEST9","9173","PAY"
"4.0","TEST2","RON","TEST93","9174","PAY"
"16.0","TEST71","RON","TEST51","9175","PAY"
"4.0","TEST77","RON","TEST16","9176","PAY"
"7.0","TEST68","RON","TEST36","9177","PAY"
"10.0","TEST90","RON","TEST54","9178","PAY"
"15.0","TEST24","RON","TEST40","9179","PAY"
"16.0","TEST43","RON","TEST76","9180","PAY"
"1.0","TEST46","RON","TEST42","9181","PAY"
"2.0","TEST50","RON","TEST76","9182","PAY"
"17.0","TEST69","RON","TEST5","9183","PAY"
"5.0","TEST83","RON","TEST76","9184","PAY"
"11.0","TEST10","RON","TEST83","9185","PAY"
"11.0","TEST17","RON","TEST36","9186","PAY"
"20.0","TEST99","RON","TEST52","9187","PAY"
"8.0","TEST10","RON","TEST59","9188","PAY"
"6.0","TEST92","RON","TEST82","9189","PAY"
"12.0","TEST11","RON","TEST29","9190","PAY"
"19.0","TEST46","RON","TEST14","9191","PAY"
"20.0","TEST60","RON","TEST96","9192","PAY"
"7.0","TEST1","RON","TEST12","9193","PAY"
"8.0","TEST39","RON","TEST18","9194","PAY"
"18.0","TEST55","RON","TEST50","9195","PAY"
"4.0","TEST79","RON","TEST89","9196","PAY"
"2.0","TEST81","RON","TEST82","9197","PAY"
"2.0","TEST72","RON","TEST46","9198","PAY"
"7.0","TEST87","RON","TEST68","9199","PAY"
"3.0","TEST94","RON","TEST5","9200","PAY"
"15.0","TEST65","RON","CONTADMIN","9201","PAY"
"17.0","TEST34","RON","TEST75","9202","PAY"
"19.0","TEST45","RON","TEST18","9203","PAY"
"11.0","TEST47","RON","TEST62","9204","PAY"
"15.0","TEST23","RON","TEST22","9205","PAY"
"8.0","TEST6","RON","TEST83","9206","PAY"
"17.0","TEST79","RON","TEST96","9207","PAY"
"16.0","TEST87","RON","TEST35","9208","PAY"
"1.0","TEST9","RON","TEST6","9209","PAY"
"19.0","TEST86","RON","TEST31","9210","PAY"
"17.0","TEST77","RON","TEST44","9211","PAY"
"13.0","TEST87","RON","TEST1","9212","PAY"
"8.0","TEST50","RON","TEST4","9213","PAY"
"17.0","TEST35","RON","TEST26","9214","PAY"
"20.0","TEST62","RON","TEST74","9215","PAY"
"10.0","TEST93","RON","TEST73","9216","PAY"
"14.0","TEST66","RON","TEST18","9217","PAY"
"11.0","TEST92","RON","TEST68","9218","PAY"
"4.0","TEST11","RON","TEST34","9219","PAY"
"14.0","TEST83","RON","TEST97","9220","PAY"
"20.0","TEST43","RON","TEST39","9221","PAY"
"3.0","TEST75","RON","TEST67","9222","PAY"
"6.0","TEST86","RON","TEST57","9223","PAY"
"8.0","TEST90","RON","TEST11","9224","PAY"
"17.0","TEST83","RON","TEST4","9225","PAY"
"6.0","TEST20","RON","TEST70","9226","PAY"
"5.0","TEST30","RON","TEST43","9227","PAY"
"12.0","TEST86","RON","TEST65","9228","PAY"
"19.0","TEST98","RON","TEST33","9229","PAY"
"20.0","TEST76","RON","CONTADMIN0","9230","PAY"
"15.0","TEST17","RON","TEST74","9231","PAY"
"12.0","TEST28","RON","TEST99","9232","PAY"
"16.0","TEST3","RON","TEST98","9233","PAY"
"2.0","TEST31","RON","TEST92","9234","PAY"
"6.0","TEST96","RON","TEST75","9235","PAY"
"17.0","TEST88","RON","TEST60","9236","PAY"
"18.0","TEST64","RON","TEST97","9237","PAY"
"18.0","TEST37","RON","TEST70","9238","PAY"
"13.0","TEST12","RON","TEST98","9239","PAY"
"1.0","TEST47","RON","TEST10","9240","PAY"
"7.0","TEST68","RON","TEST61","9241","PAY"
"11.0","TEST31","RON","TEST27","9242","PAY"
"16.0","TEST16","RON","TEST37","9243","PAY"
"18.0","TEST45","RON","TEST66","9244","PAY"
"9.0","TEST67","RON","CONTADMIN0","9245","PAY"
"20.0","TEST44","RON","TEST62","9246","PAY"
"7.0","TEST66","RON","TEST64","9247","PAY"
"12.0","TEST17","RON","TEST9","9248","PAY"
"18.0","TEST69","RON","TEST33","9249","PAY"
"18.0","TEST64","RON","TEST80","9250","PAY"
"7.0","TEST9","RON","TEST42","9251","PAY"
"10.0","TEST97","RON","TEST45","9252","PAY"
"12.0","TEST46","RON","TEST73","9253","PAY"
"14.0","TEST32","RON","TEST60","9254","PAY"
"19.0","TEST55","RON","TEST93","9255","PAY"
"2.0","TEST29","RON","TEST21","9256","PAY"
"8.0","TEST86","RON","TEST92","9257","PAY"
"1.0","TEST41","RON","TEST40","9258","PAY"
"3.0","TEST36","RON","TEST25","9259","PAY"
"12.0","TEST44","RON","TEST23","9260","PAY"
"12.0","TEST65","RON","TEST50","9261","PAY"
"4.0","TEST56","RON","CONTADMIN","9262","PAY"
"17.0","TEST73","RON","TEST26","9263","PAY"
"20.0","TEST9","RON","TEST63","9264","PAY"
"11.0","TEST28","RON","TEST6","9265","PAY"
"9.0","TEST49","RON","TEST87","9266","PAY"
"14.0","TEST80","RON","TEST43","9267","PAY"
"15.0","TEST7","RON","TEST38","9268","PAY"
"9.0","TEST40","RON","TEST24","9269","PAY"
"11.0","TEST11","RON","TEST52","9270","PAY"
"8.0","TEST1","RON","TEST49","9271","PAY"
"13.0","TEST16","RON","TEST15","9272","PAY"
"1.0","TEST43","RON","TEST7","9273","PAY"
"6.0","TEST47","RON","TEST32","9274","PAY"
"10.0","TEST26","RON","TEST64","9275","PAY"
"17.0","TEST15","RON","TEST50","9276","PAY"
"20.0","TEST25","RON","TEST87","9277","PAY"
"10.0","TEST93","RON","TEST66","9278","PAY"
"2.0","TEST91","RON","TEST26","9279","PAY"
"16.0","TEST51","RON","TEST64","9280","PAY"
"6.0","TEST99","RON","TEST91","9281","PAY"
"10.0","TEST44","RON","TEST86","9282","PAY"
"13.0","TEST50","RON","TEST43","9283","PAY"
"18.0","TEST28","RON","TEST10","9284","PAY"
"11.0","CONTADMIN0","RON","TEST87","9285","PAY"
"14.0","TEST63","RON","TEST86","9286","PAY"
"14.0","TEST21","RON","TEST92","9287","PAY"
"14.0","TEST67","RON","TEST93","9288","PAY"
"16.0","TEST94","RON","TEST57","9289","PAY"
"6.0","TEST39","RON","TEST94","9290","PAY"
"20.0","TEST21","RON","TEST90","9291","PAY"
"14.0","TEST97","RON","CONTADMIN","9292","PAY"
"17.0","TEST46","RON","TEST96","9293","PAY"
"2.0","TEST56","RON","TEST69","9294","PAY"
"14.0","TEST81","RON","TEST94","9295","PAY"
"19.0","TEST58","RON","TEST86","9296","PAY"
"5.0","TEST19","RON","TEST38","9297","PAY"
"18.0","TEST78","RON","TEST90","9298","PAY"
"10.0","TEST8","RON","TEST56","9299","PAY"
"8.0","TEST92","RON","TEST89","9300","PAY"
